"Disposition","Location","per_loc"
TRAFFIC PROBLEM,"1900 GINGER TREE LN",2
TRAFFIC PROBLEM,"1900 GIBOLA ST",1
TRAFFIC PROBLEM,"1900 GERLACH ST",1
OUT OF VEHICLE,"1900 FONTENELLE ST",4
TRAFFIC PROBLEM,"1900 FONTENELLE ST",1
TRAFFIC PROBLEM,"1900 E WILSON AVE",2
OUT OF VEHICLE,"1900 E TROPICANA AVE",1
OUT OF VEHICLE,"1900 DENBY AVE",3
STOLEN VEHICLE,"1900 DEMETRIUS AVE",1
TRAFFIC PROBLEM,"1900 BEVERLY WAY",1
MENTALLY ILL PERSON,"1900 BANNIE AVE",1
TRAFFIC PROBLEM,"1900 ATLANTIC ST",2
TRAFFIC PROBLEM,"1900 ARPA WAY",2
DETAIL,"190 HARRISON AVENUE",1
TRAFFIC PROBLEM,"19 JADE CIR",1
TRAFFIC PROBLEM,"19 30TH ST",1
WANTED PERSON,"1898 W BONANZA RD",1
OUT OF VEHICLE,"1898 NEBULA DR",6
OUT OF VEHICLE,"1887 CATALPA TRL",1
OUT OF VEHICLE,"1887 CATALPA TRAIL",1
OUT OF VEHICLE,"1883 MISTY GLADE DR",1
OUT OF VEHICLE,"1881 W ALEXANDER RD",2
WANTED PERSON,"1881 W ALEXANDER RD",2
OUT OF VEHICLE,"188 CARLSBAD CAVERNS ST",2
OUT OF VEHICLE,"1875 S DECATUR BLVD",1
OUT OF VEHICLE,"1872 ZIRCON RIDGE CT",2
OUT OF VEHICLE,"1872 CRYSTAL GEM ST",1
TRAFFIC PROBLEM,"1870 ZIRCON RIDGE CT",1
OUT OF VEHICLE,"1870 TURTLEROCK ST",1
OUT OF VEHICLE,"1863 SANTA PAULA DR",1
TRAFFIC PROBLEM,"1861 DERBYSHIRE DR",2
OUT OF VEHICLE,"1860 STEVENS ST",1
OUT OF VEHICLE,"1860 N DECATUR BLVD",1
INVESTIGATION/FOLLOW,"1859 FULSTONE WAY",1
WANTED PERSON,"1856 SHY ALBATROSS AVE",1
OUT OF VEHICLE,"1853 N RANCHO DR",1
OUT OF VEHICLE,"1851 N GREEN VALLEY PKWY",1
OUT OF VEHICLE,"1851 HILLPOINTE RD",2
TRAFFIC PROBLEM,"1850 OAK MOSS PL",1
OUT OF VEHICLE,"1848 GENTLE DAWN AVE",1
INVESTIGATION/FOLLOW,"1848 ANN GRETA DR",1
STOLEN PROPERTY,"1845 YELLOW ROSE ST",1
OUT OF VEHICLE,"1845 WARD DR",1
TRAFFIC PROBLEM,"1845 DERBYSHIRE DR",1
OUT OF VEHICLE,"1845 BARREL OAK AVE",2
OUT OF VEHICLE,"1844 RUNNINGBEAR DR",1
TRAFFIC PROBLEM,"1844 PEARL HATPIN CT",1
OUT OF VEHICLE,"1844 N DECATUR BLVD",2
OTHER DISTURBANCE,"1843 E CHARLESTON BLVD",1
OUT OF VEHICLE,"1840 PACIFIC TERRACE DRIVE",1
TRAFFIC PROBLEM,"1840 CRYSTAL GEM ST",1
OUT OF VEHICLE,"1838 VENALYNNE ST",1
TRAFFIC PROBLEM,"1837 FERRELL ST",1
TRAFFIC PROBLEM,"1836 LEWIS AVE",1
OUT OF VEHICLE,"1835 FULSTONE WAY",1
NON-CRIMINAL DETAIL,"1835 E CHARLESTON BLVD",2
OTHER DISTURBANCE,"1835 E CHARLESTON BLVD",3
SUSPICIOUS PERSON,"1835 E CHARLESTON BLVD",1
OUT OF VEHICLE,"1835 DAGGER DR",1
OUT OF VEHICLE,"1834 N DECATUR BLVD",2
OTHER DISTURBANCE,"1833 YELLOW ROSE ST",1
TRAFFIC PROBLEM,"1833 YELLOW ROSE ST",1
TRANSPORT,"1833 W. CHARLESTO",1
OUT OF VEHICLE,"1833 W CHARLESTON BLVD",1
TRANSPORT,"1833 W CHARLESTON BLVD",2
WANTED PERSON,"1833 W CHARLESTON BLVD",2
WARRANT PICKUP,"1833 W CHARLESTON BLVD",1
TRAFFIC PROBLEM,"1833 SIERRA OAKS LN",1
OUT OF VEHICLE,"1832 VACCARO PL",1
DIRECTED PATROL ACTI,"1832 S LAS VEGAS BLVD",1
RECOVERED STOLEN VEH,"1832 MOTHER-OF-PEARL ST",1
OUT OF VEHICLE,"1830 YALE ST",4
INVESTIGATION/FOLLOW,"1830 N PECOS RD",1
OUT OF VEHICLE,"1830 N PECOS RD",1
WANTED PERSON,"1830 N PECOS RD",2
INVESTIGATION/FOLLOW,"1830 N BUFFALO DR",1
OUT OF VEHICLE,"1830 N BUFFALO DR",2
OUT OF VEHICLE,"1829 N MALLARD ST",2
TRAFFIC PROBLEM,"1829 ANN GRETA DR",1
OUT OF VEHICLE,"1828 W NELSON",1
OUT OF VEHICLE,"1828 MCCARRAN ST",1
TRAFFIC PROBLEM,"1828 KLAMATH FALLS WAY",1
OUT OF VEHICLE,"1827 W GOWAN RD",6
WANTED PERSON,"1827 GOWAN",1
OUT OF VEHICLE,"1825 W MCDONALD AVE",1
TRAFFIC PROBLEM,"1825 N MALLARD ST",1
OUT OF VEHICLE,"1825 LEWIS AVE",7
OUT OF VEHICLE,"1825 FREMONT ST",1
OUT OF VEHICLE,"1825 ELLIS AVE",1
OUT OF VEHICLE,"1825 E LEWIS AVE",3
OUT OF VEHICLE,"1825 E LEWIS",2
TRAFFIC PROBLEM,"1824 GOLDEN SKY DR",1
OUT OF VEHICLE,"1823 SANTA PAULA DR",1
OUT OF VEHICLE,"1823 MONTE ALBAN DR",1
OUT OF VEHICLE,"1821 W HAMMER LN",1
RECOVERED STOLEN VEH,"1821 N MALLARD ST",1
TRAFFIC PROBLEM,"1821 GRANITE AVE",1
OUT OF VEHICLE,"1821 BARTOLI DR",1
OUT OF VEHICLE,"1821 ANN GRETA DR",1
TRAFFIC PROBLEM,"1821 AMBOY DR",1
OUT OF VEHICLE,"1820 CAMERON ST",1
OUT OF VEHICLE,"1820 ARROW STONE CT",2
TRAFFIC PROBLEM,"1820 ANN GRETA DR",1
INVESTIGATION/FOLLOW,"1819 BEVERLY WAY",1
FAMILY DISTURBANCE,"1818 FAIRFIELD AVE",1
OUT OF VEHICLE,"1818 BALZAR AVE",1
OTHER DISTURBANCE,"1817 STONINGTON PL",1
SUSPICIOUS SITUATION,"1817 STONINGTON PL",1
DETAIL,"1817 STELLA LAKE ST",1
TRAFFIC PROBLEM,"1817 SIERRA HILLS WAY",1
TRAFFIC PROBLEM,"1817 E MESQUITE AVE",1
TRAFFIC PROBLEM,"1816 STARBUCK DR",1
OUT OF VEHICLE,"1816 SOMERSBY WAY",2
TRAFFIC PROBLEM,"1816 SILVER BIRCH LN",1
OUT OF VEHICLE,"1816 LEWIS AVE",1
OTHER DISTURBANCE,"1815 E CHARLESTON BLVD",1
OUT OF VEHICLE,"1814 RENADA CIR",1
INVESTIGATION/FOLLOW,"1814 N DECATUR BLVD",1
INVESTIGATION/FOLLOW,"1814 INDUSTRIAL RD",1
TRAFFIC PROBLEM,"1814 FAIRFIELD AVE",1
TRAFFIC PROBLEM,"1813 SHIREWICK DR",1
TRAFFIC STOP,"1813 N DECATUR BLVD",1
TRAFFIC PROBLEM,"1813 CEDAR AVE",1
OUT OF VEHICLE,"1812 SHANER LN",1
TRAFFIC PROBLEM,"1812 SANTA PAULA DR",1
TRAFFIC PROBLEM,"1812 POCO WAY",1
WANTED PERSON,"1812 GIANT PINE AVE",1
TRAFFIC PROBLEM,"1812 COLLINS AVE",1
TRAFFIC PROBLEM,"1809 YELLOW ROSE ST",1
TRAFFIC PROBLEM,"1809 THERESA AVE",1
TRAFFIC PROBLEM,"1809 RYAN AVE",1
TRAFFIC PROBLEM,"1809 N MALLARD ST",1
DETAIL,"1809 LAS VEGAS BLVD S",1
TRAFFIC PROBLEM,"1809 KASSABIAN AVE",1
TRAFFIC PROBLEM,"1809 GINGER TREE LN",1
OUT OF VEHICLE,"1809 DOGWOOD AVE",2
TRAFFIC PROBLEM,"1809 D ST",1
OUT OF VEHICLE,"1809 AMBOY DR",2
TRAFFIC PROBLEM,"1808 WINDCHIME DR",1
TRAFFIC PROBLEM,"1808 SHIFTING WINDS ST",1
OUT OF VEHICLE,"1808 MERZE AVE",1
OUT OF VEHICLE,"1808 JOHN BEVY CT",1
TRAFFIC PROBLEM,"1808 HOWARD AVE",1
TRAFFIC PROBLEM,"1808 COLLINS AVE",1
TRAFFIC PROBLEM,"1808 BRADY AVE",1
OUT OF VEHICLE,"1807 SANTA PAULA DR",1
OUT OF VEHICLE,"1806 HARDING ST",4
DETAIL,"1805 POPLAR AVE",1
FIRE,"1805 POPLAR AVE",1
RECOVERED STOLEN VEH,"1805 GRANITE AVE",1
TRAFFIC PROBLEM,"1805 GINGER TREE LN",1
PERSON ON FOOT,"1805 FREMONT ST",1
TRAFFIC PROBLEM,"1805 E ST LOUIS AVE",1
TRAFFIC PROBLEM,"1805 DEMETRIUS AVE",1
OUT OF VEHICLE,"1805 BRADY AVE",1
OUT OF VEHICLE,"1804 W BONANZA RD",1
TRAFFIC PROBLEM,"1804 N TORREY PINES DR",2
OUT OF VEHICLE,"1804 LUNING DR",1
WANTED PERSON,"1804 LAZY HILL RANCH WAY",1
TRAFFIC PROBLEM,"1804 IVANHOE WAY",2
TRAFFIC PROBLEM,"1804 GINGER TREE LN",2
OUT OF VEHICLE,"1802 NUEVO RD",1
DETAIL,"1801 SUNRISE AVE",1
DETAIL,"1801 SUNRISE",1
OUT OF VEHICLE,"1801 HERMITAGE DR",3
TRAFFIC PROBLEM,"1801 EASTWOOD DR",2
OUT OF VEHICLE,"1800 WILLOW TRL",2
OUT OF VEHICLE,"1800 W CHARLESTON BLVD",1
TRANSPORT,"1800 W CHARLESTON BLVD",1
TRAFFIC PROBLEM,"1800 VERDINAL DR",1
TRAFFIC PROBLEM,"1800 S BRUCE ST",1
TRAFFIC PROBLEM,"1800 PARKCHESTER DR",1
TRAFFIC PROBLEM,"1800 LEANING PINE WAY",1
TRAFFIC PROBLEM,"1800 LAMPLIGHTER LN",1
NON-CRIMINAL DETAIL,"1800 INDUSTRIAL RD",1
TRAFFIC PROBLEM,"1800 HOLMES ST",1
TRAFFIC PROBLEM,"1800 HAUCK ST",4
TRAFFIC PROBLEM,"1800 GOLDEN SKY DR",1
OUT OF VEHICLE,"1800 EDMOND ST",4
TRAFFIC PROBLEM,"1800 EASTWOOD DR",1
OUT OF VEHICLE,"1800 E ST LOUIS AVE",1
TRAFFIC PROBLEM,"1800 E OGDEN AVE",1
OUT OF VEHICLE,"1800 E CHARLESTON BLVD",1
INVESTIGATION/FOLLOW,"1800 E BONANZA RD",1
RECOVERED STOLEN VEH,"1800 COLLINS AVE",1
TRAFFIC PROBLEM,"1800 COLLINS AVE",1
TRAFFIC PROBLEM,"1800 CHERRY LN",1
TRAFFIC PROBLEM,"1800 BLUE SONG WAY",1
TRAFFIC PROBLEM,"1800 BIRCH ST",1
TRAFFIC PROBLEM,"18 TRACI ST",1
TRAFFIC PROBLEM,"18 DIAMOND CIR",1
OUT OF VEHICLE,"1799 N DECATUR BLVD",2
TRANSPORT,"1785 E SAHARA AVE",1
OUT OF VEHICLE,"1779 VALLEY DR",2
INVESTIGATION/FOLLOW,"1775 N DECATUR BLVD",2
DETAIL,"1771 E FLAMINGO",1
OUT OF VEHICLE,"1761 N NELLIS BLVD",1
INVESTIGATION/FOLLOW,"1760 N DECATUR BLVD",1
OUT OF VEHICLE,"1760 N DECATUR BLVD",4
RECOVERED STOLEN VEH,"1757 ANZIO ST",1
OUT OF VEHICLE,"1755 PALM ST",2
OUT OF VEHICLE,"1750 SANTA MARGARITA ST",1
OUT OF VEHICLE,"1750 N WALNUT RD",1
OUT OF VEHICLE,"1750 N RANCHO DR",1
OUT OF VEHICLE,"1750 MARION DR",3
WANTED PERSON,"1750 MARION DR",1
INVESTIGATION/FOLLOW,"1750 KAREN AVE",1
OUT OF VEHICLE,"1750 KAREN AVE",2
WANTED PERSON,"1750 KAREN AVE",1
OUT OF VEHICLE,"1745 PICARO CT",1
TRAFFIC PROBLEM,"1744 YELLOW ROSE ST",2
SICK OR INJURED PERS,"1741 E CHARLESTON BLVD",1
TRAFFIC PROBLEM,"1740 SWEENEY AVE",1
TRAFFIC PROBLEM,"1740 PICARO CT",1
OUT OF VEHICLE,"1740 NIGHT SHADOW AVE",1
OUT OF VEHICLE,"1740 MIZZENMAST AVE",2
WANTED PERSON,"1740 MIZZENMAST AVE",1
OUT OF VEHICLE,"1737 GENTLE BROOK ST",1
RECOVERED STOLEN VEH,"1736 SWEENEY AVE",1
OUT OF VEHICLE,"1736 LEANING PINE",1
OUT OF VEHICLE,"1735 SHADOW BAY CT",1
OUT OF VEHICLE,"1735 SEQUOIA DR",1
WANTED PERSON,"1735 N RANCHO DR",1
DETAIL,"1735 D ST",1
TRAFFIC PROBLEM,"1733 WANDERING WINDS WAY",1
OUT OF VEHICLE,"1733 BONITA AVE",1
OUT OF VEHICLE,"1730 N JONES BLVD",1
SICK OR INJURED PERS,"1730 E CHARLESTON BLVD",1
ASSIST A CITIZEN,"1729 E CHARLESTON BLVD",1
OUT OF VEHICLE,"1729 ANZIO ST",2
TRAFFIC PROBLEM,"1728 LOCH LOMOND WAY",1
TRAFFIC PROBLEM,"1728 LAMPLIGHTER LN",1
OUT OF VEHICLE,"1726 PERIDOT POINT ST",2
OUT OF VEHICLE,"1725 N RAINBOW BLVD",2
OUT OF VEHICLE,"1725 BLUFF AVE",1
OUT OF VEHICLE,"1722 N JONES BLVD",1
PERSON ON FOOT,"1722 E BONANZA RD",1
TRAFFIC PROBLEM,"1721 SHADOW MOUNTAIN PL",1
INVESTIGATION/FOLLOW,"1721 KLAMATH FALLS WAY",2
TRAFFIC PROBLEM,"1721 EASTWOOD DR",1
ASSIST A CITIZEN,"1721 CORDOBA LANE",1
OUT OF VEHICLE,"1721 CANOSA AVE",1
INVESTIGATION/FOLLOW,"1720 W BONANZA RD",1
OUT OF VEHICLE,"1720 W BONANZA RD",7
INVESTIGATION/FOLLOW,"1720 W BONANZA",1
RECOVERED STOLEN VEH,"1720 SILVER AVE",1
OUT OF VEHICLE,"1720 S BRUCE ST",1
PERSON ON FOOT,"1720 REXFORD DR",1
TRAFFIC PROBLEM,"1720 PACIFIC ST",1
OUT OF VEHICLE,"1720 N BRUCE ST",1
TRAFFIC PROBLEM,"1720 LAMPLIGHTER LN",1
COMMUNITY CONTACT,"1720 J ST",1
TRAFFIC PROBLEM,"1720 EUCLID AVE",1
TRAFFIC PROBLEM,"1720 E MCWILLIAMS AVE",1
OUT OF VEHICLE,"1720 CAMERON ST",1
ASSAULT/BATTERY,"1720 BONANZA",1
TRAFFIC PROBLEM,"172 WELLAND CT",1
WANTED PERSON,"1719 ASHBURN DR",2
TRAFFIC PROBLEM,"1717 WINDCHIME DR",1
DETAIL,"1717 S LAS VEGAS BLVD",1
DETAIL,"1717 S DECATUR BLVD",1
OUT OF VEHICLE,"1717 ROBIN ST",1
TRAFFIC PROBLEM,"1717 EUCLID AVE",1
TRAFFIC PROBLEM,"1717 COCHRAN ST",1
OUT OF VEHICLE,"1716 WANDERING WINDS WAY",1
TRAFFIC PROBLEM,"1716 KILTIE WAY",1
TRAFFIC PROBLEM,"1716 EAGLE FEATHER ST",1
DETAIL,"1716 CORDOBA LN",1
BAR/PERIMETER CHECK,"1716 COCHRAN ST",2
TRAFFIC PROBLEM,"1716 BRADY AVE",1
TRAFFIC PROBLEM,"1715 LEWIS AVE",1
DETAIL,"1715 FREMONT ST",1
OUT OF VEHICLE,"1715 BRECKENWOOD CT",2
TRAFFIC PROBLEM,"1713 S 17TH ST",1
TRAFFIC PROBLEM,"1713 GATEWOOD DR",3
TRAFFIC PROBLEM,"1713 E WILSON AVE",1
BAR/PERIMETER CHECK,"1713 COCHRAN ST",1
OUT OF VEHICLE,"1712 REMEMBRANCE HILL ST",1
ACCIDENT,"1712 FIREFLY RANCH LN",1
DETAIL,"1711 WHITNEY MESA DR",1
SEE PERSON FOR INFO,"1711 STEWART AVE",1
OUT OF VEHICLE,"1711 RUSHING RIVER RD",1
OUT OF VEHICLE,"1711 RAWHIDE ST",1
PERSON ON FOOT,"1711 HIGHLAND AVE",1
TRAFFIC PROBLEM,"1711 E OGDEN AVE",2
LUNCH,"1710 E CHARLESTON BLVD",1
OUT OF VEHICLE,"171 WESTMINSTER WAY",1
TRAFFIC PROBLEM,"1709 SILVER BIRCH LN",1
TRAFFIC PROBLEM,"1709 S 8TH ST",1
TRAFFIC PROBLEM,"1709 S 14TH ST",1
BAR/PERIMETER CHECK,"1709 MONTE RIO CT",1
DIRECTED PATROL ACTI,"1709 MONTE RIO CT",1
OUT OF VEHICLE,"1709 GRAGSON AVE",1
TRAFFIC PROBLEM,"1709 GATEWOOD DR",2
OUT OF VEHICLE,"1709 FAIRFIELD AVE",1
TRAFFIC PROBLEM,"1708 WEEPING WILLOW LN",2
OUT OF VEHICLE,"1708 FAIRFIELD AVE",1
TRAFFIC PROBLEM,"1708 DIA DEL SOL WAY",1
TRAFFIC PROBLEM,"1708 8TH PL",1
OTHER DISTURBANCE,"1707 WELLNESS WAY",1
OTHER DISTURBANCE,"1706 WELLNESS WAY",1
PERSON ON FOOT,"1706 WELLNESS WAY",1
SEE PERSON FOR INFO,"1706 WELLNESS WAY",1
SUSPICIOUS SITUATION,"1706 WELLNESS WAY",1
TRAFFIC STOP,"1706 E BONANZA RD",1
OUT OF VEHICLE,"1705 YALE ST",1
TRAFFIC PROBLEM,"1705 POPLAR AVE",1
OUT OF VEHICLE,"1705 OTTO MERIDA AVE",2
TRAFFIC PROBLEM,"1705 KILTIE WAY",2
TRAFFIC PROBLEM,"1705 IVANHOE WAY",1
TRAFFIC PROBLEM,"1705 EAGLE PEAK WAY",1
TRAFFIC PROBLEM,"1704 PACIFIC ST",1
OUT OF VEHICLE,"1704 N JONES BLVD",1
OUT OF VEHICLE,"1704 HASSETT AVE",1
WANTED PERSON,"1704 FAIRFIELD AVE",1
TRAFFIC PROBLEM,"1704 BLUE MOUNTAIN DR",1
INVESTIGATION/FOLLOW,"1701 WESTERN AVE",2
NON-CRIMINAL DETAIL,"1701 WESTERN AVE",1
TRAFFIC STOP,"1701 WESTERN AVE",1
TRAFFIC PROBLEM,"1701 STONEYBROOK DR",1
OUT OF VEHICLE,"1701 ROCKSPRINGS",2
FAMILY DISTURBANCE,"1701 ROCK SPRINGS DR",1
INVESTIGATION/FOLLOW,"1701 ROCK SPRINGS DR",1
OUT OF VEHICLE,"1701 ROCK SPRINGS DR",6
PERSON ON FOOT,"1701 ROCK SPRINGS DR",1
OUT OF VEHICLE,"1701 N RANCHO DR",2
OUT OF VEHICLE,"1701 MANHATTAN DR",1
TRAFFIC PROBLEM,"1701 KISMET CIR",1
OUT OF VEHICLE,"1701 J ST",4
STOLEN VEHICLE,"1701 J ST",1
WARRANT PICKUP,"1701 J ST",1
OUT OF VEHICLE,"1701 J",1
TRAFFIC PROBLEM,"1701 BRACKEN AVE",1
TRAFFIC PROBLEM,"1701 ATLANTIC ST",1
TRAFFIC PROBLEM,"1700 WENGERT AVE",1
DETAIL,"1700 WELLNESS WAY",5
LODGING W/O CONSENT,"1700 WELLNESS WAY",1
NON-CRIMINAL DETAIL,"1700 WELLNESS WAY",1
OTHER DISTURBANCE,"1700 WELLNESS WAY",1
OUT OF VEHICLE,"1700 WELLNESS WAY",2
TRESPASS,"1700 WELLNESS WAY",3
DETAIL,"1700 W CHARLESTON BLVD",1
TRAFFIC PROBLEM,"1700 VERDE JARDIN WAY",1
DETAIL,"1700 VEGAS DR",1
TRAFFIC PROBLEM,"1700 SWEENEY AVE",1
TRAFFIC PROBLEM,"1700 SILVER BIRCH LN",1
DETAIL,"1700 SAGEBERRY DR",1
INVESTIGATION/FOLLOW,"1700 S MAIN ST",1
TRAFFIC PROBLEM,"1700 S GRAND CANYON DR",1
OUT OF VEHICLE,"1700 S BUFFALO DR",1
TRAFFIC PROBLEM,"1700 S 10TH ST",1
WANTED PERSON,"1700 PACIFIC ST",1
ASSIST AN OFFICER,"1700 N RANCHO DR",1
TRAFFIC PROBLEM,"1700 N RAINBOW BLVD",1
OUT OF VEHICLE,"1700 N LAMB BLVD",1
OUT OF VEHICLE,"1700 N GATEWAY RD",1
OUT OF VEHICLE,"1700 N BUFFALO DR",1
ACCIDENT HIT/RUN,"1700 INDUSTRIAL RD",1
INVESTIGATION/FOLLOW,"1700 INDUSTRIAL RD",1
INVESTIGATION/FOLLOW,"1700 HIGHLAND AVE",1
OUT OF VEHICLE,"1700 GOLDHILL AVE",1
TRAFFIC PROBLEM,"1700 GATEWOOD DR",1
DETAIL,"1700 FREMONT ST",1
TRAFFIC PROBLEM,"1700 FREMONT ST",1
TRAFFIC PROBLEM,"1700 FAIRFIELD AVE",1
TRAFFIC PROBLEM,"1700 ELM AVE",1
TRAFFIC PROBLEM,"1700 ELLIS AVE",1
OUT OF VEHICLE,"1700 E VIKING RD",1
FAMILY DISTURBANCE,"1700 E CHARLESTON BLVD",1
PERSON ON FOOT,"1700 E CHARLESTON BLVD",1
TRAFFIC STOP,"1700 E CHARLESTON BLVD",1
TRAFFIC PROBLEM,"1700 CRYSTAL GEM ST",1
TRAFFIC PROBLEM,"1700 BREEZEWOOD DR",1
BAR/PERIMETER CHECK,"1700 BEARDEN DR",1
TRAFFIC PROBLEM,"1700 BARNARD DR",1
TRAFFIC PROBLEM,"1700 ARDMORE ST",1
TRAFFIC PROBLEM,"1700 ANZIO ST",1
TRAFFIC PROBLEM,"1700 AMBOY DR",1
OUT OF VEHICLE,"1700 ALTA DR",2
TRAFFIC PROBLEM,"170 PECOS ST",1
OUT OF VEHICLE,"17 YELLOW PEAK AVE",1
OUT OF VEHICLE,"17 W OWENS",1
OTHER DISTURBANCE,"17 STANFORD ST",1
TRAFFIC PROBLEM,"17 30TH ST",2
OTHER DISTURBANCE,"17",2
OUT OF VEHICLE,"1695 MARYJANE DR",1
DETAIL,"1695 FAIRHAVAN",1
OUT OF VEHICLE,"1694 SHADOW MOUNTAIN PL",4
TRAFFIC STOP,"1690 N DECATUR BLVD",1
STAKE OUT,"169 E TROPICANA AVE",1
OUT OF VEHICLE,"1688 STEVENS ST",2
OUT OF VEHICLE,"1687 GATEPOST AVE",1
NON-CRIMINAL DETAIL,"1680 S TORREY PINES DR",1
OUT OF VEHICLE,"1680 ROYAL ESTATES DR",1
DIRECTED PATROL ACTI,"1675 D STREET",1
BAR/PERIMETER CHECK,"1675 D ST",1
NON-CRIMINAL DETAIL,"1675 D ST",1
OUT OF VEHICLE,"1671 STEVENS ST",1
OUT OF VEHICLE,"1664 E HACIENDA AVE",1
OUT OF VEHICLE,"1663 APPLE CART CIR",1
OUT OF VEHICLE,"1662 KEY COLONY DR",1
TRAFFIC PROBLEM,"1662 CADILLAC LN",1
INVESTIGATION/FOLLOW,"1660 RUSHING RIVER RD",1
OUT OF VEHICLE,"1656 STEVENS ST",2
OUT OF VEHICLE,"1656 STEVENS",1
OUT OF VEHICLE,"1655 E SAHARA AVE",1
ANIMAL COMPLAINT,"1652 J ST",1
RECOVERED STOLEN VEH,"1651 BELCASTRO ST",1
OUT OF VEHICLE,"1651 AMERICAN PACIFIC DR",2
OUT OF VEHICLE,"1650 S EASTERN AVE",1
DIRECTED PATROL ACTI,"1650 N PECOS RD",1
OUT OF VEHICLE,"1650 N PECOS RD",2
WANTED PERSON,"1650 N PECOS RD",2
INVESTIGATION/FOLLOW,"1650 N BUFFALO DR",1
DETAIL,"1650 E FLAMINGO",1
TRANSPORT,"1650 COMMUNITY COLLEGEDR",1
TRANSPORT,"1650 COMMUNITY COLLEGE DR",6
ASSIST AN OFFICER,"165 NENE CT",1
TRAFFIC PROBLEM,"1648 J ST",2
TRAFFIC PROBLEM,"1644 J ST",1
TRAFFIC PROBLEM,"1643 CADILLAC LN",1
OUT OF VEHICLE,"1641 STEWART AVE",5
DETAIL,"1640 N RANCHO",1
TRAFFIC PROBLEM,"1640 J ST",1
DETAIL,"1640 E FLAMINGO RD # 100 LAS",1
DETAIL,"1640 E FLAMINGO RD",2
NON-CRIMINAL DETAIL,"1640 E FLAMINGO RD",1
OUT OF VEHICLE,"1638 ATHOL AVE",1
OUT OF VEHICLE,"1636 N BOULDER HWY",1
TRAFFIC PROBLEM,"1635 G ST",1
WANTED PERSON,"1633 SPLINTER ROCK WAY",1
RECOVERED STOLEN VEH,"1633 FIG PALM CT",1
OUT OF VEHICLE,"1633 EAGLE PEAK WAY",1
TRAFFIC PROBLEM,"1632 E ST LOUIS AVE",1
TRAFFIC PROBLEM,"1630 THELMA LN",1
TRAFFIC PROBLEM,"1630 HARLEY WAY",2
OUT OF VEHICLE,"1630 ATHOL AVE",1
TRAFFIC PROBLEM,"1629 WINNERS CUP DR",1
TRAFFIC PROBLEM,"1629 BRITISH CUP DR",1
ACCIDENT,"1625 W CAREY AVE",1
INVESTIGATION/FOLLOW,"1625 E CHARLESTON BLVD",1
BURGLARY,"1625 BIRCH ST",1
TRAFFIC PROBLEM,"1625 ARDMORE ST",2
OUT OF VEHICLE,"1624 PALM ST",1
OUT OF VEHICLE,"1621 SHADOW MOUNTAIN PL",2
TRAFFIC PROBLEM,"1621 FREMONT ST",1
TRAFFIC PROBLEM,"1621 CORDOBA LN",1
OUT OF VEHICLE,"1621 CHANGING SEASONS ST",1
BAR/PERIMETER CHECK,"1621 BIRCH ST",1
TRAFFIC PROBLEM,"1620 WILDWOOD DR",1
TRAFFIC PROBLEM,"1620 STONEFIELD ST",1
TRAFFIC PROBLEM,"1620 SAYLOR WAY",1
TRAFFIC PROBLEM,"1620 PALMAE WAY",1
WANTED PERSON,"1620 MARATHON DR",1
OUT OF VEHICLE,"1620 DOGWOOD AVE",3
OUT OF VEHICLE,"1620 CHESTNUT ST",1
OUT OF VEHICLE,"1617 GATE POST",1
TRAFFIC PROBLEM,"1617 CORDOBA LN",1
BURGLARY ALARM,"1617 ALTA DR",5
FIRE,"1617 ALTA DR",1
NON-CRIMINAL DETAIL,"1617 ALTA DR",1
WARRANT PICKUP,"1616 WILDWOOD DR",1
OUT OF VEHICLE,"1616 SEARLES AVE",1
INVESTIGATION/FOLLOW,"1616 ROYAL CANYON DR",2
TRAFFIC PROBLEM,"1616 LUNING DR",1
OUT OF VEHICLE,"1616 CREST HAVEN AVE",1
OUT OF VEHICLE,"1615 S. MOJAVE",1
OUT OF VEHICLE,"1615 S MOJAVE RD",4
OUT OF VEHICLE,"1615 BS MO",1
OUT OF VEHICLE,"1614 SUGITA LN",1
TRAFFIC PROBLEM,"1614 EASTWOOD DR",2
TRAFFIC PROBLEM,"1613 PASTEL PL",1
TRAFFIC PROBLEM,"1613 PARADE ST",2
OUT OF VEHICLE,"1613 ESTRELLA ST",1
TRAFFIC PROBLEM,"1613 CHAPMAN DR",2
TRAFFIC PROBLEM,"1612 YELLOW ROSE ST",1
OUT OF VEHICLE,"1612 WILDWOOD DR",3
TRAFFIC PROBLEM,"1612 MARCUS DR",1
TRAFFIC PROBLEM,"1612 LUNING DR",1
INVESTIGATION/FOLLOW,"1612 KENNETH ST",1
OUT OF VEHICLE,"1612 FERGUSON AVE",1
TRAFFIC PROBLEM,"1612 CRYSTAL GEM ST",3
WANTED PERSON,"1612 CLOUD DANCE CT",1
INVESTIGATION/FOLLOW,"1611 S LAS VEGAS BLVD",1
FIRE,"1611 PINE ST",1
OUT OF VEHICLE,"1611 EXLEY AVE",2
TRAFFIC PROBLEM,"1610 S GRAND CANYON DR",1
ASSIST AN OFFICER,"1610 REXFORD PL",1
OUT OF VEHICLE,"1610 HARRIS AVE",4
OUT OF VEHICLE,"1610 E RUSSELL RD",1
TRAFFIC PROBLEM,"1609 SHADOW MOUNTAIN PL",1
